source,domain,v14_row_index,v13_row_index,reason,old_v13_probe,old_v13_target,v14_probe,v14_target,paraphrased_probe
legal,Bruce_Cohen_v_Consilio_LLC,36,36,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the court explained that an employee may recover civil penalties or damages under the MPWA only when those remedies are", “provided for in the section” of the MPWA that the employer allegedly violates.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the court explained that an employee may recover civil penalties or damages under the MPWA only when those remedies are “provided for in", the section” of the MPWA that the employer allegedly violates.,"The court stated in the decision for ""Bruce Charles Cohen v. Consilio, LLC"" that an employee can obtain civil penalties or damages under the MPWA solely if such remedies are ""provided for in"
legal,Bruce_Cohen_v_Consilio_LLC,38,38,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing the Minnesota Payment of Wages Act and Minn. Stat. § 181.171, an employer found to have violated the covered sections is liable to", the aggrieved party for the civil penalties or damages provided for in the section violated.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing the Minnesota Payment of Wages Act and Minn. Stat. § 181.171, an employer found to have violated the covered sections is liable to the aggrieved party for", the civil penalties or damages provided for in the section violated.,"As stated in the ruling of ""Bruce Charles Cohen v. Consilio, LLC"", regarding the Minnesota Payment of Wages Act and Minn. Stat. § 181.171, an employer determined to have breached the applicable provisions is responsible to the harmed party for"
legal,Bruce_Cohen_v_Consilio_LLC,39,39,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing Cohen’s Minnesota Payment of Wages Act claim under Minn. Stat. § 181.171, an employer found to have violated the covered sections may be liable for", the civil penalties or damages provided for in the section violated.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing Cohen’s Minnesota Payment of Wages Act claim under Minn. Stat. § 181.171, an employer found to have violated the covered sections may be liable for the", civil penalties or damages provided for in the section violated.,"In the case of ""Bruce Charles Cohen v. Consilio, LLC,"" the opinion states that regarding Cohen’s claim under the Minnesota Payment of Wages Act, Minn. Stat. § 181.171, an employer determined to have breached the applicable provisions may be responsible for the"
legal,Bruce_Cohen_v_Consilio_LLC,44,44,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", before penalties are available under the Minnesota Payment of Wages Act and Minn. Stat. § 181.101, penalties are only available if the Commissioner first", serve[s] a demand for payment [of wages] on behalf of an employee.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", before penalties are available under the Minnesota Payment of Wages Act and Minn. Stat. § 181.101, penalties are only available if the Commissioner first serve[s] a demand for payment [of wages] on behalf of", an employee.,"As stated in the ruling of ""Bruce Charles Cohen v. Consilio, LLC"", penalties under the Minnesota Payment of Wages Act and Minn. Stat. § 181.101 can only be imposed if the Commissioner initially issues a demand for payment of wages on behalf of"
legal,Bruce_Cohen_v_Consilio_LLC,52,52,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing Minn. Stat. Ann. § 181.101(a) and Cohen’s claim under the Minnesota Payment of Wages Act, the opinion states that the section provides a substantive right for employees to"," the payment of wages . . . as well as commissions, in addition to the right to be paid at certain times","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing Minn. Stat. Ann. § 181.101(a) and Cohen’s claim under the Minnesota Payment of Wages Act, the opinion states that the section provides a substantive right for employees to the payment of"," wages . . . as well as commissions, in addition to the right to be paid at certain times","In the case of ""Bruce Charles Cohen v. Consilio, LLC,"" the opinion explains that Minn. Stat. Ann. § 181.101(a) grants employees a substantive entitlement to receive"
legal,Bruce_Cohen_v_Consilio_LLC,55,55,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the Eighth Circuit quoted Lagasse v. Horton for the proposition that the Legislature’s action in one statute but inaction in another shows that the Legislature knows how to", accomplish a particular objective if it wishes to do so,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the Eighth Circuit quoted Lagasse v. Horton for the proposition that the Legislature’s action in one statute but inaction in another shows that the Legislature knows how to accomplish", a particular objective if it wishes to do so,"In the opinion of ""Bruce Charles Cohen v. Consilio, LLC"", the Eighth Circuit referenced Lagasse v. Horton to support the idea that the Legislature’s decision to act in one statute while remaining inactive in another demonstrates that the Legislature understands how to achieve"
legal,Bruce_Cohen_v_Consilio_LLC,56,56,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when the Eighth Circuit reviewed the district court’s summary judgment ruling on Cohen’s claim under the Minnesota Payment of Wages Act, the opinion stated that under Minn. Stat. § 181.101,", only the Commissioner may seek daily average wage penalties,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when the Eighth Circuit reviewed the district court’s summary judgment ruling on Cohen’s claim under the Minnesota Payment of Wages Act, the opinion stated that under Minn. Stat. § 181.101, only", the Commissioner may seek daily average wage penalties,"The opinion in ""Bruce Charles Cohen v. Consilio, LLC"" noted that when the Eighth Circuit examined the district court's summary judgment on Cohen’s claim under the Minnesota Payment of Wages Act, it held that according to Minn. Stat. § 181.101, only"
legal,Bruce_Cohen_v_Consilio_LLC,67,67,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", and the mootness standard quoted from Friends of the Earth, Cohen’s claim for statutory penalties under the MFLSA could become moot only if it is absolutely clear", that the allegedly wrongful behavior could not reasonably be expected to recur.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", and the mootness standard quoted from Friends of the Earth, Cohen’s claim for statutory penalties under the MFLSA could become moot only if it is absolutely clear that the allegedly wrongful behavior", could not reasonably be expected to recur.,"As stated in the ruling for ""Bruce Charles Cohen v. Consilio, LLC"" and referencing the mootness criterion cited from Friends of the Earth, Cohen’s claim for statutory penalties under the MFLSA would only become moot if it is unmistakably evident that the purported wrongful conduct"
legal,Bruce_Cohen_v_Consilio_LLC,68,68,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when the Eighth Circuit discussed mootness and Cohen’s claim for statutory penalties, it explained that a defendant’s voluntary cessation of a challenged practice does not deprive a federal court of", its power to determine the legality of the practice,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when the Eighth Circuit discussed mootness and Cohen’s claim for statutory penalties, it explained that a defendant’s voluntary cessation of a challenged practice does not deprive a federal court of its power to", determine the legality of the practice,"In the opinion of ""Bruce Charles Cohen v. Consilio, LLC"", the Eighth Circuit, addressing mootness and Cohen’s claim for statutory penalties, clarified that a defendant’s voluntary stopping of a contested practice does not strip a federal court of its authority to"
legal,Bruce_Cohen_v_Consilio_LLC,69,69,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", while reviewing the district court’s summary judgment ruling on Cohen’s MFLSA claim, the Eighth Circuit noted that although the parties agreed Cohen had been paid all overtime wages and liquidated damages before Consilio moved for summary judgment,", whether Consilio’s violative overtime policy is still in place remains in dispute.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", while reviewing the district court’s summary judgment ruling on Cohen’s MFLSA claim, the Eighth Circuit noted that although the parties agreed Cohen had been paid all overtime wages and liquidated damages before Consilio moved for summary judgment, whether Consilio’s violative overtime policy", is still in place remains in dispute.,"In the opinion for ""Bruce Charles Cohen v. Consilio, LLC,"" the Eighth Circuit, when examining the district court’s summary judgment on Cohen’s MFLSA claim, observed that even though the parties acknowledged Cohen received all overtime wages and liquidated damages prior to Consilio’s motion for summary judgment, whether Consilio’s unlawful overtime policy"
legal,Bruce_Cohen_v_Consilio_LLC,70,70,cloze_changed,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the Eighth Circuit explained that Cohen’s MFLSA claim for civil penalties might be moot after he had already been paid all overtime wages and liquidated damages, but only if", it is “absolutely clear” that its wrongful conduct will not recur,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the Eighth Circuit explained that Cohen’s MFLSA claim for civil penalties might be moot after he had already been paid all overtime wages and liquidated damages, but only if it is “absolutely clear” that", its wrongful conduct will not recur,"In the ruling on ""Bruce Charles Cohen v. Consilio, LLC"", the Eighth Circuit stated that Cohen’s MFLSA claim for civil penalties could be considered moot once he received all overtime wages and liquidated damages, provided that it is ""absolutely clear"" that"
