document,row_1based_pre_sanity_v13,decision,reason,target,probe,fact
arxiv/BOFT,189,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion," a block butterfly component \tilde{\bm{B}}^b(d,k).","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors generalize the butterfly matrices following \cite{chen2022pixelated} so that each entry in $\bm{d}_i,\forall i$ becomes a $b\times b$ matrix, they define","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors generalize the butterfly matrices following \cite{chen2022pixelated} so that each entry in $\bm{d}_i,\forall i$ becomes a $b\times b$ matrix, they define a block butterfly component \tilde{\bm{B}}^b(d,k).
"
arxiv/BOFT,195,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion," $\prod_{i=1}^m \tilde{\bm{B}}^b_{(d,i)}$.","According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, in the BOFT forward pass, the orthogonal matrix $\bm{R}(m,b)$ is defined in terms of the butterfly components $\tilde{\bm{B}}^b_{(d,i)}$ as","According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, in the BOFT forward pass, the orthogonal matrix $\bm{R}(m,b)$ is defined in terms of the butterfly components $\tilde{\bm{B}}^b_{(d,i)}$ as $\prod_{i=1}^m \tilde{\bm{B}}^b_{(d,i)}$.
"
arxiv/BOFT,198,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, $\mathbb{R}^{d\times d}$.,"According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, the orthogonal matrix $\bm{R}(m,b)$, given that it is composed of a product of multiple orthogonal butterfly components, belongs to the space","According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, the orthogonal matrix $\bm{R}(m,b)$, given that it is composed of a product of multiple orthogonal butterfly components, belongs to the space $\mathbb{R}^{d\times d}$.
"
arxiv/BOFT,200,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, $b\geq 2$.,"According to the paper *""Parameter-Efficient Orthogonal Finetuning via Factorization""*, when the authors denote BOFT with $\bm{R}(m,\frac{b}{2})$ as BOFT($m$,$b$), the condition they impose on $b$ is","According to the paper *""Parameter-Efficient Orthogonal Finetuning via Factorization""*, when the authors denote BOFT with $\bm{R}(m,\frac{b}{2})$ as BOFT($m$,$b$), the condition they impose on $b$ is $b\geq 2$.
"
arxiv/BOFT,203,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,the original OFT.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of the BOFT parameterization of the orthogonal matrix $\bm{R}(m,b)$ in the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT($1$,$d$) reduces to","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of the BOFT parameterization of the orthogonal matrix $\bm{R}(m,b)$ in the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT($1$,$d$) reduces to the original OFT.
"
arxiv/BOFT,218,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, LoRA,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors note that conventional Dropout naturally works for the method contrasted with BOFT's multiplicative weight update, namely","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors note that conventional Dropout naturally works for the method contrasted with BOFT's multiplicative weight update, namely LoRA
"
arxiv/BOFT,223,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, Hadamard transform.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors note that the butterfly structure along with permutations can perfectly recover many classic fast linear transforms, including the fast Fourier transform and the","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors note that the butterfly structure along with permutations can perfectly recover many classic fast linear transforms, including the fast Fourier transform and the Hadamard transform.
"
arxiv/BOFT,232,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion," $\thickmuskip=2mu \medmuskip=2mu \bm{R}^G(m_1,b_1,m_2,b_2,l)=\bm{R}_{l,1}(m_1,b_1)\bm{R}_{l,2}^T(m_2,b_2)\cdots\bm{R}_{1,1}(m_1,b_1)\bm{R}_{1,2}^T(m_2,b_2)$.","In the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, according to Theorem~\ref{thm:exp_boft}, the final orthogonal matrix in BOFT is generalized as","In the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, according to Theorem~\ref{thm:exp_boft}, the final orthogonal matrix in BOFT is generalized as $\thickmuskip=2mu \medmuskip=2mu \bm{R}^G(m_1,b_1,m_2,b_2,l)=\bm{R}_{l,1}(m_1,b_1)\bm{R}_{l,2}^T(m_2,b_2)\cdots\bm{R}_{1,1}(m_1,b_1)\bm{R}_{1,2}^T(m_2,b_2)$.
"
arxiv/BOFT,233,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, the orthogonal matrix used in BOFT.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the generalized BOFT formulation of the final orthogonal matrix $\bm{R}^G(m_1,b_1,m_2,b_2,l)$, $\bm{R}_{i,j}^T(m,b)$ denotes","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the generalized BOFT formulation of the final orthogonal matrix $\bm{R}^G(m_1,b_1,m_2,b_2,l)$, $\bm{R}_{i,j}^T(m,b)$ denotes the orthogonal matrix used in BOFT.
"
arxiv/BOFT,238,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, The trade-off between expressivity and regularity,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors identify the key to the generalizability of model finetuning in their discussion of BOFT as","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors identify the key to the generalizability of model finetuning in their discussion of BOFT as The trade-off between expressivity and regularity
"
arxiv/BOFT,241,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,Orthogonal finetuning.,"According to the paper, in the discussion of spectral properties, the finetuning approach said to generally yield better spectral property than LoRA because it perfectly preserves the spectral norm of the pretrained weight matrix $\bm{W}^0$ is","According to the paper, in the discussion of spectral properties, the finetuning approach said to generally yield better spectral property than LoRA because it perfectly preserves the spectral norm of the pretrained weight matrix $\bm{W}^0$ is Orthogonal finetuning.
"
arxiv/BOFT,249,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, $\bm{R}$,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" BOFT is viewed as learning the bilinear similarity matrix","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" BOFT is viewed as learning the bilinear similarity matrix $\bm{R}$
"
arxiv/BOFT,258,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, BOFT.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the method in which sparse matrix factorization may also bring some implicit inductive bias is","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the method in which sparse matrix factorization may also bring some implicit inductive bias is BOFT."
arxiv/ByteLatent,1,still_dropped_hard_criteria,hard drop from reviewer/judge list, Byte Latent Transformer.,"According to the paper, the name of the new byte-level LLM architecture introduced by the authors is","According to the paper, the name of the new byte-level LLM architecture introduced by the authors is Byte Latent Transformer.
"
arxiv/ByteLatent,2,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, tokenization-based LLM performance,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the new byte-level architecture introduced in the abstract matches at scale for the first time","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the new byte-level architecture introduced in the abstract matches at scale for the first time tokenization-based LLM performance
"
