doc,row_1based,status,current_target,rubric_target,current_probe,rubric_probe,current_fact,rubric_fact
BOFT,5,content_diff,orthogonal matrices.,orthogonal matrices.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" OFT still uses a fairly large number of trainable parameters because it parameterizes","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", OFT still uses a fairly large number of trainable parameters because of the high dimensionality of","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" OFT still uses a fairly large number of trainable parameters because it parameterizes orthogonal matrices.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", OFT still uses a fairly large number of trainable parameters because of the high dimensionality of orthogonal matrices."
BOFT,6,content_diff,an information transmission perspective.,an information transmission perspective.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors begin by examining Orthogonal Finetuning (OFT) to address its large number of trainable parameters from","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors begin by examining Orthogonal Finetuning (OFT) to address its large number of trainable parameters from","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors begin by examining Orthogonal Finetuning (OFT) to address its large number of trainable parameters from an information transmission perspective.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors begin by examining Orthogonal Finetuning (OFT) to address its large number of trainable parameters from an information transmission perspective."
BOFT,7,content_diff,Cooley-Tukey fast Fourier transform algorithm,Cooley-Tukey fast Fourier transform algorithm,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the efficient orthogonal parameterization that uses butterfly structures is inspired by the","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization that uses butterfly structures is inspired by the","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the efficient orthogonal parameterization that uses butterfly structures is inspired by the Cooley-Tukey fast Fourier transform algorithm","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient orthogonal parameterization that uses butterfly structures is inspired by the Cooley-Tukey fast Fourier transform algorithm"
BOFT,25,content_diff,model finetuning.,model finetuning.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the paper describes the efficient task adaptation approach as a simple yet powerful method that introduces no inference latency, namely","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient task adaptation approach described as simple, powerful, and introducing no inference latency is","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the paper describes the efficient task adaptation approach as a simple yet powerful method that introduces no inference latency, namely model finetuning.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the efficient task adaptation approach described as simple, powerful, and introducing no inference latency is model finetuning."
BOFT,27,content_diff,the pretraining knowledge.,the pretraining knowledge.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the fundamental principle behind model finetuning is to preserve the similarity between the pretrained model and the finetuned model under certain measurements, thereby preserving","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the fundamental principle behind model finetuning is to preserve the similarity between the pretrained model and the finetuned model under certain measurements, thereby preserving","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the fundamental principle behind model finetuning is to preserve the similarity between the pretrained model and the finetuned model under certain measurements, thereby preserving the pretraining knowledge.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the fundamental principle behind model finetuning is to preserve the similarity between the pretrained model and the finetuned model under certain measurements, thereby preserving the pretraining knowledge."
BOFT,28,content_diff,the pretrained model and the finetuned model.,the pretrained model and the finetuned model.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" model finetuning aims to ensure similarity between","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", model finetuning aims to ensure similarity between","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" model finetuning aims to ensure similarity between the pretrained model and the finetuned model.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", model finetuning aims to ensure similarity between the pretrained model and the finetuned model."
BOFT,33,content_diff,a block-diagonal structure,a block-diagonal structure,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", OFT introduces this structure in its orthogonal matrix to reduce the number of trainable parameters:","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the structure OFT introduces in its orthogonal matrix to reduce the number of trainable parameters is","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", OFT introduces this structure in its orthogonal matrix to reduce the number of trainable parameters: a block-diagonal structure","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the structure OFT introduces in its orthogonal matrix to reduce the number of trainable parameters is a block-diagonal structure"
BOFT,35,content_diff,a fixed sparsity pattern,a fixed sparsity pattern,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", because the orthogonal transformation is applied independently in different blocks, the orthogonal matrix in OFT has:","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", because the orthogonal transformation is applied independently in different blocks, the orthogonal matrix in OFT has","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", because the orthogonal transformation is applied independently in different blocks, the orthogonal matrix in OFT has a fixed sparsity pattern.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", because the orthogonal transformation is applied independently in different blocks, the orthogonal matrix in OFT has a fixed sparsity pattern"
BOFT,38,content_diff,expressiveness,expressiveness,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", although OFT's block-diagonal sparsity pattern saves parameters, the resulting block-diagonal orthogonal matrix reduces:","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", although OFT's block-diagonal sparsity pattern saves parameters, the resulting block-diagonal orthogonal matrix reduces","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", although OFT's block-diagonal sparsity pattern saves parameters, the resulting block-diagonal orthogonal matrix reduces expressiveness.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", although OFT's block-diagonal sparsity pattern saves parameters, the resulting block-diagonal orthogonal matrix reduces expressiveness"
BOFT,44,content_diff,computation time.,space.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors explain that their approach to generating a dense orthogonal matrix is guided by the insight that the number of trainable parameters can be reduced by trading space for","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors explain that their approach to generating a dense orthogonal matrix is guided by the insight that the number of trainable parameters can be reduced by trading computation time for","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors explain that their approach to generating a dense orthogonal matrix is guided by the insight that the number of trainable parameters can be reduced by trading space for computation time.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors explain that their approach to generating a dense orthogonal matrix is guided by the insight that the number of trainable parameters can be reduced by trading computation time for space."
BOFT,45,content_diff,trainable parameters.,trainable parameters.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" trading computation time for space in generating a dense orthogonal matrix from multiple factorized sparse matrices can reduce","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", trading computation time for space in generating a dense orthogonal matrix from multiple factorized sparse matrices can reduce","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" trading computation time for space in generating a dense orthogonal matrix from multiple factorized sparse matrices can reduce trainable parameters.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", trading computation time for space in generating a dense orthogonal matrix from multiple factorized sparse matrices can reduce trainable parameters."
