review_id,domain_group,document,mcqa_row_index,v13_original_row_index,v13_source_row_index,input_hash,question,answer,target,contextualized_question,raw_response
arxiv/FeatLLM/5,arxiv,FeatLLM,5,2,1,ab2cbe2619f2bae22632cf399253e6271ac726a2e7cc577079ad6b80465c31a3,What kind of added columns can still cause FeatLLM to learn spurious correlations despite its robustness to unrelated columns?,closely related columns,closely related columns,"In the context of the FeatLLM paper, what type of additional columns can lead to the learning of spurious correlations despite the model's robustness to unrelated columns?","{
  ""contextualized_question"": ""In the context of the FeatLLM paper, what type of additional columns can lead to the learning of spurious correlations despite the model's robustness to unrelated columns?"",
  ""notes"": ""The question is designed to assess understanding of the specific conditions under which FeatLLM may still learn spurious correlations, as discussed in the document.""
}"
arxiv/FeatLLM/6,arxiv,FeatLLM,6,19,10,23dcccb1c12ed0ab816f99c2d51c486c06ce0f9976fe8f35ebea567027f2ab8b,"If two samples satisfy the same number of rules for a class but different rules, what can still make FeatLLM assign them different logits?",different rule importance,different rule importance,"In the context of the FeatLLM paper, what factor can lead to different logits being assigned to two samples that satisfy the same number of rules for a class but adhere to different rules?","{
  ""contextualized_question"": ""In the context of the FeatLLM paper, what factor can lead to different logits being assigned to two samples that satisfy the same number of rules for a class but adhere to different rules?"",
  ""notes"": ""The question is designed to assess understanding of the concept of rule importance as discussed in the document.""
}"
arxiv/FeatLLM/7,arxiv,FeatLLM,7,22,12,159bbd2beac2932702c4a381c847a47791e162c583ac7562daabb4f9554229ee,"What limitation of methods like TabLLM does FeatLLM avoid, allowing use of API-only models such as GPT-3.5?",fine-tuning access,fine-tuning access,"In the context of the FeatLLM paper, what limitation does this approach overcome compared to methods like TabLLM, particularly regarding model accessibility?","{
  ""contextualized_question"": ""In the context of the FeatLLM paper, what limitation does this approach overcome compared to methods like TabLLM, particularly regarding model accessibility?"",
  ""notes"": ""The question is designed to elicit the specific limitation that FeatLLM addresses, without directly referencing the answer.""
}"
arxiv/FeatLLM/8,arxiv,FeatLLM,8,17,9,921f314eedaae0e7bf2d84470a18236010523a99b61bad5bc3f7244abc6a574a,"If feature descriptions were removed from the prompt, what rule-writing problem would become harder for the LLM to avoid?",type mismatches,type mismatches,"In the context of the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', what issue would the LLM face if feature descriptions were omitted from the prompt?","{
  ""contextualized_question"": ""In the context of the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', what issue would the LLM face if feature descriptions were omitted from the prompt?"",
  ""notes"": ""The question is designed to assess understanding of the implications of removing feature descriptions on the LLM's ability to avoid specific problems in rule-writing.""
}"
arxiv/FeatLLM/9,arxiv,FeatLLM,9,11,7,7f7ef113873e7f83d787908555169e045b5d65f522d5b15f51f86fe1468b14f2,"If a sample satisfies none of the extracted rules for any class, what probabilities does Eq. 1 produce across classes?",uniform probabilities,uniform probabilities,"In the context of the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', what is the outcome of Eq. 1 when a sample does not meet any of the extracted rules for any class?","{
  ""contextualized_question"": ""In the context of the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', what is the outcome of Eq. 1 when a sample does not meet any of the extracted rules for any class?"",
  ""notes"": ""The question is designed to assess understanding of the implications of the model's behavior when no rules are satisfied, as discussed in the document.""
}"
arxiv/GRPO/0,arxiv,GRPO,0,15,9,a23ea1c55adb5770df45187fbe9be7f9c655a17a67290432f56132704fcb7295,"For math reasoning without tool use in the 1.3B experiments, which setup beat one-stage mixing?",two-stage training,two-stage training,"In the context of the GRPO paper, what setup was found to outperform one-stage mixing in the 1.3B experiments for mathematical reasoning without tool use?","{
  ""contextualized_question"": ""In the context of the GRPO paper, what setup was found to outperform one-stage mixing in the 1.3B experiments for mathematical reasoning without tool use?"",
  ""notes"": ""The question is designed to assess understanding of the findings presented in the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', specifically regarding the effectiveness of different training setups.""
}"
arxiv/GRPO/1,arxiv,GRPO,1,5,4,60a952f1621ff60d219d5b06aa67064e3c0c0adbf37649119650ba6f702747e8,What should be kept in continual math training if the goal is to preserve coding performance?,code tokens,code tokens,"In the context of the GRPO paper, what element is essential to include in continual math training to maintain coding performance?","{
  ""contextualized_question"": ""In the context of the GRPO paper, what element is essential to include in continual math training to maintain coding performance?"",
  ""notes"": ""The question is designed to assess understanding of the relationship between continual math training and coding performance as discussed in the document.""
}"
arxiv/GRPO/2,arxiv,GRPO,2,22,11,183aa006316105e4a4542412af99ee6953b18c3ec5885a3ab009a0d2b3cd9c9e,What training problem is iterative GRPO designed to address as policy learning continues?,an outdated reward model,an outdated reward model,"In the context of the GRPO paper, what training issue does iterative GRPO aim to resolve as policy learning advances?","{
  ""contextualized_question"": ""In the context of the GRPO paper, what training issue does iterative GRPO aim to resolve as policy learning advances?"",
  ""notes"": ""The question is designed to elicit the specific training problem addressed by iterative GRPO without directly referencing the answer.""
}"
arxiv/GRPO/3,arxiv,GRPO,3,12,7,a8c3100fe7432714d12b221c36490d32fb57b671121f622ca1ca7c9fe3c5cfa1,What kind of prior training best fits the goal of improving math while preserving coding ability?,code training,code training,"In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what type of prior training is suggested to enhance mathematical problem-solving while also maintaining coding performance?","{
  ""contextualized_question"": ""In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what type of prior training is suggested to enhance mathematical problem-solving while also maintaining coding performance?"",
  ""notes"": ""The question is designed to elicit the specific type of prior training discussed in the document without directly referencing the answer.""
}"
arxiv/GRPO/4,arxiv,GRPO,4,3,2,08ac5f1cb6ae67ff8dc50923752ef6b1590748ca23737cd58ea4ac0ff5325341,"When the policy has moved far away from the initial SFT model, which data-source style does the paper suggest should have the stronger advantage?",online sampling,online sampling,"In the context of the GRPO paper, what data-source style is suggested to have a stronger advantage when the policy diverges significantly from the initial SFT model?","{
  ""contextualized_question"": ""In the context of the GRPO paper, what data-source style is suggested to have a stronger advantage when the policy diverges significantly from the initial SFT model?"",
  ""notes"": ""The question is designed to assess understanding of the paper's recommendations regarding data-source styles in relation to policy divergence.""
}"
arxiv/GRPO/5,arxiv,GRPO,5,6,5,7697019f1b146d3327b8c5bdcc18a217378a1602d08bb26bc5ddd46a44972252,Why can training on the DeepSeekMath Corpus keep improving for longer than training on the smaller baseline corpora?,less repeated data,less repeated data,"In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what factor contributes to the prolonged improvement in training outcomes when using the DeepSeekMath Corpus compared to smaller baseline corpora?","{
  ""contextualized_question"": ""In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what factor contributes to the prolonged improvement in training outcomes when using the DeepSeekMath Corpus compared to smaller baseline corpora?"",
  ""notes"": ""The question is designed to elicit the specific reason for the performance difference without directly referencing the answer.""
}"
